,jurisdiction,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,incarcerated_total,incarcerated_white,incarcerated_black,incarcerated_hispanic,incarcerated_amerind,incarcerated_asian,incarcerated_other,incarcerated_unknown,incarcerated_nonwhite,Year
832,     Kansas,2913123,12030,160,,1627,1785,8458,81593,13931,59816,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
833,     Minnesota,5576606,13291,113,,2385,3621,7172,122212,18787,93446,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
834,     Missouri,6113532,32420,600,,2729,6351,22740,173253,30081,123251,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
835,     Nebraska,1920076,5873,43,,1191,968,3671,43663,6472,31988,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
836,     North Dakota,755393,2125,10,,399,183,1533,16602,2942,11887,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
837,     South Dakota,869666,3771,25,,595,238,2913,16317,2707,12227,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
838,     Delaware,961939,4361,54,,334,1082,2891,23477,3970,18138,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
839,     District of Columbia,693972,6974,116,,444,2623,3791,29729,1809,25333,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
840,     Florida,20984400,85625,1057,,7940,18597,58031,527220,88853,395453,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
841,     Georgia,10429379,37258,703,,2718,10044,23793,298298,55374,216661,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
842,     Maryland,6052177,30273,546,,1691,11200,16836,134496,23508,97420,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
843,     North Carolina,10273419,37364,591,,2715,9350,24708,261486,64786,180902,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
844,     South Carolina,5024369,25432,390,,2504,3870,18668,160575,31306,115012,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
845,     Virginia,8470020,17632,453,,2862,4332,9985,151855,18468,123215,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
846,     West Virginia,1815857,6368,85,,795,524,4964,33630,7628,23000,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
847,     Alabama,4874747,25551,404,,2028,4217,18902,144160,31477,99842,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
848,     Kentucky,4454189,10056,263,,1661,2958,5174,94833,20195,64394,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
849,     Mississippi,2984100,8526,245,,1091,2071,5119,81581,24710,52240,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
850,     Tennessee,6715984,43755,527,,2934,7862,32432,197488,38716,140248,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
851,     Arkansas,3004279,16671,258,,2053,1935,12425,92489,21862,63374,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
852,     Louisiana,4684333,26092,582,,1867,5358,18285,157712,34265,112485,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
853,     Oklahoma,3930864,17934,242,,2142,3000,12550,113066,28608,72207,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
854,     Texas,28304596,124238,1412,,14470,32267,76089,725328,134066,523221,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
855,     Arizona,7016270,35644,416,,3581,7440,24207,204515,37627,147830,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
856,     Colorado,5607154,20638,221,,3858,3838,12721,151483,22813,106809,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
857,     Idaho,1716943,3888,32,,707,196,2953,28079,5655,20278,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
858,     Montana,1050493,3961,41,,613,295,3012,27225,3615,21018,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
859,     Nevada,2998039,16667,274,,1890,4841,9662,78322,20049,45461,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
860,     New Mexico,2088070,16359,148,,1259,3722,11230,82306,17917,52617,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
861,     Utah,3101833,7410,73,,1697,1468,4172,86238,11817,64892,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
862,     Wyoming,579315,1376,15,,263,76,1022,10604,1593,8232,28305.90598290545,12381.68108974359,11050.325708060456,5628.039562289647,525.3472222222916,229.43993993993243,731.3738095238167,61.388888888875,15924.22489316186,2017
